Unnamed: 0,State,District,Persons,Males,Females,Growth Rate,Rural,Number of Households,Household Size per Household,Females per 1000 Males,"Sex Ratio,0-6 Year Olds",Literate Persons,Literacy Rate,Total Educated,Total Uneducated,Below Primary,Primary,Middle,Matric.Higher.Secondary.Diploma,Graduate Degree or Above,1st Religion Name,1st Religion Population,2nd Religion Name,2nd Religion Population,3rd Religion Name,3rd Religion Population,Drinking Water Facilities,Safe Drinking Water Facilities,Electric Supply,Primary School,Middle Schools,Secondary Schools,Medical Facilities,Primary Health Centers,Communication Facilities,Bus Services,Paved Approach Road,Mud Approach Road,Permanent Housing Rate,Semi-Permanent Housing Rate,Temporary Housing Rate,Rate of Clean Water Facilities,Communication Facilities per 1000 People,Drinking Facilities per 1000 People,Medical Facilities per 1000 People,Permanent Housing,Semi-Permanent Housing,Temporary Housing,Total Housing,Religion 1 Percent Population,Religion 2 Percent Population,Religion 3 Percent Population,Rural Percent Population,Female to Male Ratio,District Name
303,Meghalya,"District East Garo Hills (02), Meghalaya (17)",250582,127474,123108,31.1,214675,45062.0,6.0,966.0,971.0,120874,60.62,120874.0,3263.0,52378.0,32931.0,17899.0,13078.0,1322.0,Christians,222892,Hindus,14113,Others,8305,862.0,727.0,287.0,716.0,134,40,91.0,15,38.0,181,261,581,0.00084,0.0016399999999999997,0.00752,0.8433874709976799,0.15164696586346985,3.4399916993239734,0.3631545761467304,210.0,411.0,1884.0,2505.0,0.8894972504010663,0.0563208849797671,0.033142843460424135,0.856705589387905,0.966,District East Garo Hills 
304,Meghalya,"District South Garo Hills * (03), Meghalaya (17)",100980,52007,48973,28.59,92337,17900.0,6.0,942.0,970.0,43816,55.0,43816.0,1725.0,17283.0,11948.0,6384.0,6059.0,415.0,Christians,90526,Hindus,4880,Muslims,2767,595.0,363.0,117.0,416.0,71,22,22.0,6,24.0,111,153,393,0.00075,0.00256,0.006690000000000001,0.6100840336134454,0.23767082590612001,5.892255892255893,0.21786492374727667,76.0,259.0,676.0,1011.0,0.8964745494157259,0.048326401267577736,0.027401465636759756,0.9144087938205585,0.942,District South Garo Hills * 
305,Meghalya,"District West Khasi Hills (04), Meghalaya (17)",296049,150419,145630,33.59,261451,50035.0,6.0,968.0,974.0,147590,65.1,147590.0,6098.0,79230.0,32783.0,14991.0,12352.0,2128.0,Christians,280548,Others,8778,Hindus,5661,923.0,719.0,326.0,877.0,185,59,70.0,21,88.0,254,286,520,0.00132,0.0052,0.0034899999999999996,0.7789815817984832,0.2972480906876902,3.1177271330083873,0.23644734486520813,391.0,1539.0,1033.0,2963.0,0.9476404243892058,0.0296504970460971,0.019121834561170618,0.8831342108907647,0.968,District West Khasi Hills 
306,Meghalya,District Ri Bhoi,192790,99319,93471,51.44,179610,34844.0,6.0,941.0,971.0,98754,65.73,98754.0,7840.0,48017.0,21053.0,9876.0,10061.0,1906.0,Christians,153682,Hindus,29117,Others,7175,543.0,455.0,359.0,457.0,99,23,37.0,14,41.0,213,255,432,0.00165,0.0028499999999999997,0.005489999999999999,0.8379373848987108,0.21266663208672648,2.8165361273924994,0.1919186679807044,318.0,549.0,1058.0,1925.0,0.797147154935422,0.15102961771876133,0.03721666061517714,0.9316354582706572,0.941,District Ri Bhoi
307,Meghalya,"District East Khasi Hills (06), Meghalaya (17)",660923,333553,327370,22.88,383175,125567.0,5.0,981.0,971.0,415160,76.07,415160.0,8987.0,136270.0,84592.0,59433.0,88682.0,37129.0,Christians,403277,Hindus,129373,Others,110959,920.0,811.0,682.0,758.0,186,65,54.0,29,117.0,480,465,563,0.004370000000000001,0.00444,0.00115,0.8815217391304347,0.17702516026829146,1.3919927132207535,0.08170392012382684,2888.0,2934.0,760.0,6582.0,0.610172440662528,0.19574594922555275,0.1678849124633278,0.5797573998786546,0.981,District East Khasi Hills 
308,Meghalya,"District Jaintia Hills (07), Meghalaya (17)",299108,149891,149217,34.12,274051,49918.0,6.0,996.0,994.0,120182,51.87,120182.0,9294.0,56014.0,23696.0,12145.0,15666.0,3357.0,Christians,195196,Others,87827,Hindus,13150,462.0,415.0,291.0,383.0,124,47,70.0,20,87.0,295,207,405,0.0021,0.00542,0.0024600000000000004,0.8982683982683982,0.29086483811867286,1.5445925886301939,0.2340291800954839,628.0,1621.0,736.0,2985.0,0.6525937119702583,0.29362972571780094,0.043964053117937336,0.9162275833478208,0.996,District Jaintia Hills 
309,Mizoram,"District Mamit * (01), Mizoram (15)",62785,33114,29671,(3.50),52132,12253.0,5.0,896.0,936.0,40849,79.14,40849.0,580.0,17793.0,11786.0,6611.0,3220.0,857.0,Christians,50563,Buddhists,8579,Hindus,2404,81.0,20.0,63.0,72.0,44,24,35.0,5,41.0,35,34,27,0.00309,0.00322,0.00368,0.24691358024691357,0.6530222186828064,1.2901170661782273,0.5574579915584932,194.0,202.0,231.0,627.0,0.8053356693477741,0.13664091741658038,0.038289400334474796,0.830325714740782,0.896,District Mamit * 
310,Mizoram,"District Kolasib * (02), Mizoram (15)",65960,34562,31398,36.01,29461,14053.0,5.0,908.0,972.0,50596,91.34,50596.0,1182.0,19384.0,14227.0,9422.0,5028.0,1351.0,Christians,59098,Hindus,4237,Muslims,1995,39.0,34.0,30.0,30.0,24,12,19.0,2,14.0,17,13,16,0.00369,0.00369,0.00262,0.8717948717948718,0.21224984839296543,0.5912674348089751,0.2880533656761674,243.0,243.0,173.0,659.0,0.8959672528805337,0.06423590054578532,0.030245603395997574,0.4466494845360825,0.908,District Kolasib * 
311,Mizoram,"District Aizawl (03), Mizoram (15)",325676,166877,158799,39.24,77531,64753.0,5.0,952.0,972.0,269699,96.51,269699.0,3008.0,80883.0,67374.0,58941.0,43311.0,16154.0,Christians,303893,Hindus,14508,Muslims,5185,96.0,53.0,81.0,86.0,68,43,46.0,6,56.0,55,45,51,0.00718,0.0021600000000000005,0.00065,0.5520833333333334,0.17195003623232907,0.29477149068399267,0.14124467261941315,2338.0,703.0,212.0,3253.0,0.9331145064419852,0.044547341529618395,0.015920731033296897,0.23806175462729828,0.952,District Aizawl 
312,Mizoram,"District Champhai * (04), Mizoram (15)",108392,55756,52636,29.77,66343,22059.0,5.0,944.0,972.0,82036,91.19,82036.0,1616.0,36061.0,23377.0,11824.0,7102.0,2051.0,Christians,105061,Hindus,2248,Muslims,432,88.0,76.0,64.0,80.0,72,41,51.0,8,60.0,36,31,57,0.00488,0.0033799999999999998,0.0017399999999999998,0.8636363636363636,0.5535463871872462,0.8118680345412945,0.47051442910915936,529.0,366.0,189.0,1084.0,0.969268949737988,0.020739537973282162,0.0039855339877481735,0.612065466086058,0.944,District Champhai * 
313,Mizoram,"District Serchhip * (05), Mizoram (15)",53861,27380,26481,18.45,27983,10116.0,5.0,967.0,977.0,42582,95.15,42582.0,631.0,17545.0,12300.0,7393.0,3588.0,1124.0,Christians,52495,Hindus,531,Others,524,35.0,15.0,34.0,32.0,30,15,25.0,5,21.0,11,12,21,0.00614,0.00312,0.00075,0.42857142857142855,0.3898925010675628,0.6498208351126047,0.4641577393661462,331.0,168.0,40.0,539.0,0.9746384211210338,0.009858710384136946,0.009728746217114424,0.5195410408273148,0.967,District Serchhip * 
314,Mizoram,"District Lunglei (06), Mizoram (15)",137223,71402,65821,23.1,79267,27889.0,5.0,922.0,962.0,96097,84.17,96097.0,1445.0,37039.0,25687.0,16973.0,11926.0,3025.0,Christians,109204,Buddhists,22429,Hindus,4612,160.0,39.0,101.0,130.0,82,30,55.0,9,57.0,50,49,54,0.005379999999999999,0.0018899999999999998,0.0027300000000000002,0.24375,0.41538226099123327,1.1659852940104793,0.40080744481610225,738.0,259.0,375.0,1372.0,0.7958141127945024,0.1634492759960065,0.033609526099852065,0.5776509768770541,0.922,District Lunglei 
315,Mizoram,"District Lawngtlai (07), Mizoram (15)",73620,38776,34844,34.78,73620,13902.0,5.0,899.0,938.0,38603,64.74,38603.0,4990.0,15194.0,8268.0,5064.0,4253.0,831.0,Buddhists,38410,Christians,32877,Hindus,1910,139.0,42.0,27.0,134.0,40,13,24.0,4,30.0,16,18,51,0.0017300000000000002,0.00122,0.00705,0.302158273381295,0.40749796251018744,1.8880738929638685,0.32599837000814996,127.0,90.0,519.0,736.0,0.52173322466721,0.44657701711491443,0.025944036946481935,1.0,0.899,District Lawngtlai 
316,Mizoram,"District Saiha * (08), Mizoram (15)",61056,31242,29814,33.16,41230,11109.0,5.0,954.0,961.0,40983,82.19,40983.0,1389.0,15322.0,11250.0,6806.0,5186.0,1026.0,Christians,59618,Hindus,1112,Muslims,209,68.0,1.0,26.0,67.0,51,20,28.0,6,33.0,14,7,55,0.0028000000000000004,0.0039299999999999995,0.0032500000000000003,0.014705882352941176,0.5404874213836478,1.1137316561844863,0.4585953878406709,171.0,240.0,198.0,609.0,0.9764478511530398,0.01821278825995807,0.003423087002096436,0.6752817085953878,0.954,District Saiha * 
317,MP,"District Sheopur * (01), Madhya Pradesh (23)",559495,295297,264198,29.72,470924,96898.0,6.0,895.0,929.0,207536,46.4,207536.0,10823.0,82746.0,57015.0,27245.0,22433.0,7261.0,Hindus,519697,Muslims,32822,Sikhs,5882,525.0,524.0,408.0,438.0,77,42,159.0,10,179.0,195,220,221,0.00623,0.0029600000000000004,0.0008100000000000001,0.9980952380952381,0.31993136667888006,0.9383461871866593,0.2841848452622454,3486.0,1656.0,453.0,5595.0,0.9288679970330387,0.05866361629683911,0.010513051948632248,0.8416947425803627,0.895,District Sheopur * 
318,MP,"District Morena (02), Madhya Pradesh (23)",1592714,874089,718625,24.09,1249409,237803.0,7.0,822.0,837.0,837828,64.74,837828.0,20068.0,261979.0,224989.0,157372.0,137803.0,35535.0,Hindus,1523438,Muslims,59903,Jains,7177,776.0,775.0,749.0,736.0,308,153,368.0,16,331.0,142,377,368,0.00795,0.00094,0.00112,0.9987113402061856,0.20782136654791758,0.4872186720277464,0.23105215374511684,12662.0,1497.0,1784.0,15943.0,0.9565044320574818,0.03761064447226558,0.004506144857143216,0.7844528270612301,0.822,District Morena 
319,MP,"District Bhind (03), Madhya Pradesh (23)",1428559,780902,647657,17.06,1089626,215478.0,7.0,829.0,832.0,827663,70.52,827663.0,23212.0,229884.0,220817.0,173169.0,147085.0,33425.0,Hindus,1339646,Muslims,55490,Jains,19812,887.0,887.0,863.0,864.0,388,213,427.0,19,355.0,123,380,465,0.006659999999999999,0.0020199999999999997,0.00131,1.0,0.24850216196880914,0.6209054018769964,0.29890260045262396,9514.0,2886.0,1871.0,14271.0,0.9377603585151191,0.038843337937040055,0.013868520656129708,0.7627448358800721,0.829,District Bhind 
320,MP,"District Gwalior (04), Madhya Pradesh (23)",1632109,883317,748792,26,649101,272242.0,6.0,848.0,853.0,955356,69.38,955356.0,14621.0,222358.0,225628.0,165751.0,208973.0,117832.0,Hindus,1470346,Muslims,110171,Sikhs,22090,611.0,611.0,594.0,558.0,223,70,246.0,13,436.0,197,355,237,0.00774,0.0017000000000000001,0.00056,1.0,0.26713902073942364,0.37436225154079783,0.1507252272979317,12633.0,2775.0,914.0,16322.0,0.9008871343764417,0.0675022317749611,0.01353463524801346,0.397706893350873,0.848,District Gwalior 
321,MP,"District Datia (05), Madhya Pradesh (23)",628240,338232,290008,21.82,490691,107129.0,6.0,857.0,874.0,373358,71.83,373358.0,28745.0,118626.0,106846.0,59474.0,44598.0,15050.0,Hindus,593927,Muslims,23119,Buddhists,9407,546.0,545.0,543.0,512.0,128,63,197.0,9,408.0,129,197,333,0.0066,0.0033399999999999997,6e-05,0.9981684981684982,0.6494333375779957,0.8690946135234943,0.31357443015408126,4146.0,2098.0,38.0,6282.0,0.9453823379600153,0.03679963071437667,0.014973576976951484,0.7810566025722654,0.857,District Datia 
322,MP,"District Shivpuri (06), Madhya Pradesh (23)",1441950,776190,665760,27.16,1202277,241868.0,6.0,858.0,906.0,682555,58.86,682555.0,61485.0,270972.0,169556.0,83562.0,70328.0,26478.0,Hindus,1374040,Muslims,42918,Jains,12093,1348.0,1343.0,1258.0,1166.0,243,85,375.0,16,608.0,237,300,793,0.00735,0.00221,0.00043,0.9962908011869436,0.42165123617323763,0.9348451749367177,0.26006449599500675,10598.0,3187.0,620.0,14405.0,0.952904053538611,0.029763861437636534,0.008386559866846978,0.8337854988037033,0.858,District Shivpuri 
323,MP,"District Guna (07), Madhya Pradesh (23)",1666767,884020,782747,27.11,1311954,276543.0,6.0,885.0,930.0,797993,59.55,797993.0,71982.0,302597.0,211195.0,94899.0,81240.0,36016.0,Hindus,1554490,Muslims,73076,Jains,26326,2067.0,2057.0,1969.0,1639.0,278,93,267.0,23,461.0,262,560,1223,0.00299,0.00664,0.00037000000000000005,0.9951620706337687,0.2765833496823491,1.240125344454264,0.16019035654053626,4984.0,11067.0,617.0,16668.0,0.9326378552011169,0.043842960653768644,0.01579464916212044,0.7871250150740925,0.885,District Guna 
324,MP,"District Tikamgarh (08), Madhya Pradesh (23)",1202998,637913,565085,27.88,990265,207821.0,6.0,886.0,915.0,542498,55.73,542498.0,31513.0,168469.0,155317.0,91542.0,76369.0,19113.0,Hindus,1150150,Muslims,37094,Jains,14604,863.0,863.0,859.0,808.0,229,172,279.0,17,196.0,220,276,561,0.0077599999999999995,0.00221,2e-05,1.0,0.16292628915426294,0.7173744262251476,0.23192058507162938,9335.0,2659.0,24.0,12018.0,0.9560697524019158,0.030834631479021577,0.012139671055147223,0.8231642945374805,0.886,District Tikamgarh 
325,MP,"District Chhatarpur (09), Madhya Pradesh (23)",1474723,788933,685790,27.33,1150428,251334.0,6.0,869.0,916.0,631370,53.26,631370.0,23930.0,210897.0,187015.0,96146.0,82056.0,31240.0,Hindus,1404412,Muslims,57659,Jains,9766,1075.0,1072.0,1033.0,970.0,238,98,407.0,28,252.0,274,345,644,0.004220000000000001,0.00573,5e-05,0.9972093023255814,0.17087954822702298,0.728950453746229,0.27598403225554896,6223.0,8450.0,74.0,14747.0,0.9523225717643246,0.03909818996516634,0.006622260587242485,0.7800976861417365,0.869,District Chhatarpur 
326,MP,"District Panna (10), Madhya Pradesh (23)",856558,450549,406009,24.17,748374,166649.0,5.0,901.0,931.0,420622,61.36,420622.0,56247.0,136741.0,105010.0,59739.0,48604.0,13871.0,Hindus,820662,Muslims,30043,Jains,4534,948.0,941.0,836.0,811.0,200,87,230.0,15,194.0,159,241,675,0.00217,0.00769,0.00013000000000000002,0.9926160337552743,0.22648787355905847,1.1067551759483887,0.2685165511267188,1859.0,6587.0,111.0,8557.0,0.9580927386119795,0.03507409889347832,0.005293278446993665,0.8736991540561176,0.901,District Panna 
327,MP,"District Sagar (11), Madhya Pradesh (23)",2021987,1073205,948782,22.7,1431080,376379.0,5.0,884.0,931.0,1118993,67.73,1118993.0,23036.0,344354.0,343146.0,182697.0,160798.0,64817.0,Hindus,1868720,Muslims,83815,Jains,59931,1891.0,1887.0,1825.0,1427.0,320,102,379.0,24,420.0,360,436,1240,0.00502,0.00484,0.00014,0.9978847170809095,0.20771646899806973,0.9352186735127377,0.18743938511968672,10150.0,9786.0,283.0,20219.0,0.9241998093954116,0.04145179964065051,0.029639656436960277,0.7077592486994229,0.884,District Sagar 
328,MP,"District Damoh (12), Madhya Pradesh (23)",1083949,570229,513720,20.46,879598,218777.0,5.0,901.0,935.0,548331,61.75,548331.0,12907.0,191662.0,165303.0,88125.0,68512.0,21804.0,Hindus,1015688,Muslims,41288,Jains,23818,1172.0,1159.0,1103.0,910.0,169,61,272.0,14,288.0,229,372,802,0.00613,0.0037799999999999995,9e-05,0.9889078498293515,0.2656951572444829,1.081231681564354,0.250934315175345,6645.0,4097.0,98.0,10840.0,0.937025634969911,0.038090352959410455,0.021973358525170465,0.8114754476455995,0.901,District Damoh 
329,MP,"District Satna (13), Madhya Pradesh (23)",1870104,971396,898708,27.52,1484551,346977.0,5.0,925.0,930.0,984833,64.61,984833.0,34085.0,270655.0,273238.0,176370.0,175804.0,54531.0,Hindus,1811634,Muslims,50172,Jains,3162,1811.0,1801.0,1683.0,1389.0,370,196,456.0,33,481.0,316,554,1212,0.00313,0.0068000000000000005,8e-05,0.9944781888459415,0.25720494689065426,0.9683953405799892,0.24383670640777197,5853.0,12717.0,150.0,18720.0,0.968734359158635,0.0268284544602867,0.0016908150562749452,0.7938333910841322,0.925,District Satna 
330,MP,"District Rewa (14), Madhya Pradesh (23)",1973306,1016687,956619,26.84,1652743,362657.0,5.0,941.0,926.0,991410,62.01,991410.0,21059.0,259468.0,235155.0,181747.0,230974.0,62859.0,Hindus,1900712,Muslims,68651,Christians,1080,2398.0,2396.0,2263.0,1545.0,473,333,607.0,27,399.0,266,681,1584,0.0021899999999999997,0.007709999999999999,0.0001,0.9991659716430359,0.20219874667182888,1.2152195351354529,0.3076056121047622,4322.0,15214.0,197.0,19733.0,0.963211990436354,0.034789839994405325,0.0005473048782094617,0.8375502836356855,0.941,District Rewa 
331,MP,"District Umaria * (15), Madhya Pradesh (23)",515963,265128,250835,22.58,432830,102358.0,5.0,946.0,959.0,247303,59.13,247303.0,16294.0,79522.0,71069.0,37845.0,32713.0,9839.0,Hindus,493821,Muslims,14867,Others,5720,588.0,583.0,541.0,513.0,127,41,157.0,10,144.0,88,190,348,0.00191,0.007940000000000001,0.00015,0.9914965986394558,0.2790897796935052,1.139616600415146,0.3042853848047244,985.0,4097.0,77.0,5159.0,0.9570860701251834,0.028814081629884313,0.011086066248936455,0.8388779815606933,0.946,District Umaria * 
332,MP,"District Shahdol (16), Madhya Pradesh (23)",1575303,804988,770315,18.87,1177149,322125.0,5.0,957.0,972.0,767630,58.71,767630.0,40999.0,226531.0,216891.0,124734.0,118502.0,39887.0,Hindus,1505070,Muslims,53668,Others,7293,1377.0,1375.0,1233.0,1297.0,291,166,846.0,41,325.0,292,459,926,0.00232,0.00758,9e-05,0.9985475671750181,0.20630951632796993,0.874117550718814,0.5370395409645002,3655.0,11941.0,142.0,15738.0,0.9554161961222698,0.034068366530121505,0.0046295855463996454,0.7472524333413952,0.957,District Shahdol 
333,MP,"District Sidhi (17), Madhya Pradesh (23)",1831152,947830,883322,33.28,1570121,333916.0,5.0,932.0,953.0,759929,52.27,759929.0,43052.0,282708.0,183880.0,109089.0,108311.0,31425.0,Hindus,1760525,Muslims,58632,Others,6977,1750.0,1744.0,1513.0,1427.0,363,195,344.0,23,286.0,304,716,964,0.00132,0.00848,0.00018999999999999998,0.9965714285714286,0.15618583274354067,0.9556825430111754,0.1878598827404825,2417.0,15528.0,348.0,18293.0,0.9614302908769998,0.032019187921046424,0.0038101697729079837,0.8574498457801428,0.932,District Sidhi 
334,MP,"District Neemuch * (18), Madhya Pradesh (23)",726070,372419,353651,21.25,523100,136981.0,5.0,950.0,931.0,403371,66.16,403371.0,10015.0,136773.0,118653.0,58700.0,57330.0,21828.0,Hindus,651244,Muslims,56645,Jains,14626,674.0,674.0,669.0,582.0,207,39,168.0,20,449.0,259,269,339,0.00632,0.0034899999999999996,0.00018999999999999998,1.0,0.618397675155288,0.9282851515694079,0.23138264905587616,4589.0,2534.0,138.0,7261.0,0.8969438208437203,0.07801589378434587,0.02014406324459074,0.7204539507210048,0.95,District Neemuch * 
335,MP,"District Mandsaur (19), Madhya Pradesh (23)",1183724,605119,578605,23.67,963020,216671.0,5.0,956.0,945.0,694046,70.31,694046.0,29663.0,267830.0,201202.0,91746.0,77417.0,26142.0,Hindus,1054413,Muslims,107010,Jains,19519,896.0,896.0,902.0,830.0,224,98,300.0,39,538.0,300,292,575,0.0038799999999999998,0.0059099999999999995,0.0002,1.0,0.45449783902328583,0.756933204023911,0.2534374567044345,4593.0,6996.0,237.0,11826.0,0.8907591634536429,0.09040114080647178,0.016489485724712854,0.8135511318516816,0.956,District Mandsaur 
336,MP,"District Ratlam (20), Madhya Pradesh (23)",1215393,620862,594531,24.97,846959,217701.0,6.0,958.0,957.0,672715,67.17,672715.0,69132.0,228073.0,170031.0,84966.0,83957.0,36427.0,Hindus,1056199,Muslims,124158,Jains,28873,1027.0,1027.0,1029.0,962.0,243,79,200.0,20,581.0,356,517,575,0.00336,0.006409999999999999,0.00022000000000000003,1.0,0.4780346768493812,0.8449941706098357,0.16455582679841005,4084.0,7791.0,267.0,12142.0,0.8690184985432695,0.10215461171818498,0.02375610193575247,0.6968601925467729,0.958,District Ratlam 
337,MP,"District Ujjain (21), Madhya Pradesh (23)",1710982,882871,828111,23.63,1048195,298036.0,6.0,938.0,937.0,1014882,70.86,1014882.0,77652.0,323692.0,263266.0,135370.0,143351.0,71378.0,Hindus,1484134,Muslims,191839,Jains,24829,1084.0,1083.0,1096.0,1040.0,203,48,257.0,16,650.0,252,302,824,0.004320000000000001,0.00542,0.00027000000000000006,0.9990774907749077,0.3798987949610224,0.6335542980580743,0.1502061389307427,7391.0,9274.0,462.0,17127.0,0.8674164894779723,0.11212216142542704,0.0145115495078265,0.6126277190525675,0.938,District Ujjain 
338,MP,"District Shajapur (22), Madhya Pradesh (23)",1290685,669852,620833,24.87,1051455,219796.0,6.0,927.0,935.0,748357,70.86,748357.0,79478.0,311722.0,192607.0,79001.0,62864.0,22546.0,Hindus,1132623,Muslims,142569,Jains,13536,1064.0,1062.0,1061.0,993.0,222,81,209.0,15,496.0,197,340,750,0.00392,0.0059499999999999996,0.00013000000000000002,0.9981203007518797,0.384292061967095,0.8243684555100587,0.16192951804661865,5059.0,7680.0,168.0,12907.0,0.8775363469785424,0.11045994956166687,0.010487454336263302,0.8146488105153465,0.927,District Shajapur 
339,MP,"District Dewas (23), Madhya Pradesh (23)",1308223,677866,630357,26.39,949876,226155.0,6.0,930.0,930.0,656369,60.94,656369.0,20245.0,220886.0,184452.0,102164.0,98489.0,30072.0,Hindus,1158128,Muslims,137379,Jains,6767,1059.0,1057.0,1055.0,944.0,228,62,356.0,25,680.0,187,237,803,0.00428,0.005410000000000001,0.00031,0.9981114258734656,0.5197890573701884,0.8094950172868082,0.2721248594467457,5599.0,7077.0,406.0,13082.0,0.88526803152062,0.10501191310655753,0.005172665516505978,0.7260811039096545,0.93,District Dewas 
340,MP,"District Jhabua (24), Madhya Pradesh (23)",1394561,702053,692508,23.56,1273530,224588.0,6.0,986.0,973.0,396590,36.89,396590.0,59592.0,152538.0,83598.0,41016.0,42646.0,17109.0,Hindus,1330834,Christians,27259,Muslims,26356,1304.0,1295.0,1227.0,1216.0,336,105,520.0,40,368.0,314,524,963,0.00358,0.00634,8e-05,0.9930981595092024,0.263882325692458,0.9350612845189274,0.37287719934803853,4993.0,8842.0,112.0,13947.0,0.9543031821483606,0.019546653032746508,0.018899137434647894,0.9132121147802068,0.986,District Jhabua 
341,MP,"District Dhar (25), Madhya Pradesh (23)",1740329,890416,849913,27.29,1452145,302701.0,6.0,955.0,943.0,735243,52.45,735243.0,46530.0,253090.0,197874.0,101520.0,102712.0,33387.0,Hindus,1632299,Muslims,91485,Jains,12397,1467.0,1454.0,1434.0,1312.0,412,156,752.0,48,528.0,438,615,801,0.00403,0.00579,0.00018,0.9911383776414451,0.30339091056920847,0.8429440640246758,0.432102205962206,7014.0,10077.0,313.0,17404.0,0.9379255301727432,0.05256764669209098,0.007123365754406207,0.8344083216449304,0.955,District Dhar 
342,MP,"District Indore (26), Madhya Pradesh (23)",2465827,1289352,1176475,40.82,735464,447478.0,6.0,912.0,908.0,1575436,75.15,1575436.0,25661.0,310857.0,370687.0,271803.0,367120.0,228758.0,Hindus,2066384,Muslims,287121,Jains,63037,625.0,622.0,624.0,574.0,195,66,227.0,38,447.0,208,313,309,0.006670000000000001,0.00311,0.00022000000000000003,0.9952,0.18127792420149508,0.25346465911842153,0.0920583641918107,16447.0,7669.0,542.0,24658.0,0.8380085058684166,0.11644004222518449,0.025564242746956702,0.29826261128619325,0.912,District Indore 
343,MP,"District West Nimar (27), Madhya Pradesh (23)",1529562,784604,744958,27.95,1294103,264596.0,6.0,949.0,962.0,780796,63.05,780796.0,66362.0,298139.0,208339.0,91535.0,86634.0,29655.0,Hindus,1409370,Muslims,108719,Jains,6273,1174.0,1169.0,1159.0,1093.0,425,154,375.0,59,529.0,437,502,677,0.00307,0.006670000000000001,0.00026000000000000003,0.995741056218058,0.3458506422099921,0.7675399885718918,0.24516822462901144,4696.0,10202.0,398.0,15296.0,0.9214206419877062,0.07107851790251066,0.004101174061594103,0.8460611599922069,0.949,District West Nimar 
344,MP,"District Barwani * (28), Madhya Pradesh (23)",1081441,548609,532832,29.87,923466,170365.0,6.0,971.0,970.0,350354,41.53,350354.0,26415.0,133509.0,91173.0,42023.0,42096.0,15095.0,Hindus,1026644,Muslims,45821,Christians,3636,709.0,694.0,611.0,664.0,218,58,257.0,41,172.0,156,197,527,0.00271,0.00695,0.00035000000000000005,0.9788434414668548,0.15904704926112476,0.655606732128706,0.2376458817448201,2931.0,7516.0,379.0,10826.0,0.9493296444281287,0.042370318861593,0.0033621806460084275,0.853921758098685,0.971,District Barwani * 
345,MP,"District East Nimar (29), Madhya Pradesh (23)",1713134,884966,828168,19.31,1253213,306979.0,6.0,936.0,941.0,866818,61.76,866818.0,25907.0,355242.0,239858.0,99054.0,107944.0,38579.0,Hindus,1438583,Muslims,241897,Buddhists,17919,1051.0,1049.0,1012.0,995.0,259,102,477.0,60,582.0,329,394,731,0.00322,0.00627,0.0005200000000000001,0.9980970504281637,0.33972824075641483,0.6134955000601238,0.27843706330036067,5516.0,10741.0,891.0,17148.0,0.8397375803644082,0.14120144717225858,0.01045977722700034,0.7315323845069913,0.936,District East Nimar 
346,MP,"District Rajgarh (30), Madhya Pradesh (23)",1254085,649106,604979,26.24,1036763,216168.0,6.0,932.0,937.0,548640,53.7,548640.0,34253.0,210266.0,148503.0,71331.0,62187.0,21871.0,Hindus,1166394,Muslims,83895,Jains,1854,1671.0,1669.0,1664.0,1354.0,249,101,205.0,23,427.0,174,320,1018,0.00409,0.005770000000000001,0.00014,0.9988031119090365,0.3404872875443052,1.3324455678841547,0.16346579378590764,5129.0,7236.0,176.0,12541.0,0.9300757125713169,0.06689737936423767,0.0014783686911174283,0.8267087159163853,0.932,District Rajgarh 
347,MP,"District Vidisha (31), Madhya Pradesh (23)",1214857,647838,567019,25.18,954490,214612.0,6.0,875.0,943.0,608083,61.83,608083.0,16937.0,227187.0,183353.0,81228.0,66431.0,32781.0,Hindus,1071618,Muslims,122788,Jains,17757,1502.0,1501.0,1479.0,1195.0,232,74,304.0,27,427.0,230,363,1207,0.0027500000000000003,0.007040000000000001,0.00021,0.9993342210386151,0.35148169702277715,1.2363595056866774,0.25023521286867506,3341.0,8553.0,255.0,12149.0,0.8820939419207363,0.1010719780188121,0.014616535114832446,0.7856809484573082,0.875,District Vidisha 
348,MP,"District Bhopal (32), Madhya Pradesh (23)",1843510,972649,870861,35.91,360792,350061.0,5.0,895.0,924.0,1159823,74.61,1159823.0,19149.0,234329.0,247944.0,181511.0,277470.0,198979.0,Hindus,1346829,Muslims,421365,Jains,22238,510.0,510.0,511.0,411.0,83,29,82.0,11,358.0,85,152,388,0.0067,0.0026899999999999997,0.00061,1.0,0.19419476975986025,0.2766461803841585,0.04448036625784509,12352.0,4959.0,1125.0,18436.0,0.7305786244717957,0.22856670156386458,0.012062858351731208,0.1957092719865908,0.895,District Bhopal 
349,MP,"District Sehore (33), Madhya Pradesh (23)",1078912,565137,513775,28.22,885172,183477.0,6.0,909.0,927.0,550972,63.07,550972.0,24021.0,191731.0,162327.0,84152.0,65592.0,22872.0,Hindus,961700,Muslims,109122,Jains,5936,1018.0,1018.0,1014.0,939.0,220,74,292.0,20,581.0,160,264,765,0.00477,0.00488,0.00035000000000000005,1.0,0.5385054573496263,0.9435431249258512,0.2706430181516194,5146.0,5265.0,378.0,10789.0,0.8913609265630561,0.1011407788587021,0.005501838889547989,0.8204302111757029,0.909,District Sehore 
